image_id,current_filename,recommended_filename,status,source_path
IMG_OBJECT_FIRST,img__object_first__v1.webp,object_general_first_centered_001.webp,missing,
IMG_OBJECT_FLOOR,img__object_floor__v1.webp,object_general_floor_centered_001.webp,missing,
IMG_OBJECT_FLOWER,img__object_flower__v1.webp,object_general_flower_centered_001.webp,missing,
IMG_OBJECT_FOREIGN_LANGUAGE,img__object_foreign_language__v1.webp,object_general_foreign_language_centered_001.webp,missing,
IMG_OBJECT_FRIEND,img__object_friend__v1.webp,object_person_friend_centered_001.webp,missing,
IMG_OBJECT_FROM,img__object_from__v1.webp,object_general_from_centered_001.webp,missing,
IMG_OBJECT_FRONT,img__object_front__v1.webp,object_general_front_centered_001.webp,missing,
IMG_OBJECT_FRUIT,img__object_fruit__v1.webp,object_general_fruit_centered_001.webp,missing,
IMG_OBJECT_FUN,img__object_fun__v1.webp,object_general_fun_centered_001.webp,missing,
IMG_OBJECT_GET_OFF_THE_VEHICLE,img__object_get_off_the_vehicle__v1.webp,object_general_get_off_the_vehicle_centered_001.webp,missing,
IMG_OBJECT_GET_ON_THE_BUS,img__object_get_on_the_bus__v1.webp,object_vehicle_get_on_the_bus_centered_001.webp,missing,
IMG_OBJECT_GET_UP_FROM_BED,img__object_get_up_from_bed__v1.webp,object_general_get_up_from_bed_centered_001.webp,missing,
IMG_OBJECT_GIRL,img__object_girl__v1.webp,object_general_girl_centered_001.webp,missing,
IMG_OBJECT_GIRLFRIEND,img__object_girlfriend__v1.webp,object_general_girlfriend_centered_001.webp,missing,
IMG_OBJECT_GLAD,img__object_glad__v1.webp,object_general_glad_centered_001.webp,mapped_from_legacy_word_W,/Users/mansur/universal_study_bot org/backend/static/images/word_W00031.webp
IMG_OBJECT_GLASS,img__object_glass__v1.webp,object_general_glass_centered_001.webp,missing,
IMG_OBJECT_GO_BACK,img__object_go_back__v1.webp,object_general_go_back_centered_001.webp,missing,
IMG_OBJECT_GO_ONLINE,img__object_go_online__v1.webp,object_general_go_online_centered_001.webp,missing,
IMG_OBJECT_GO_OUT,img__object_go_out__v1.webp,object_general_go_out_centered_001.webp,missing,
IMG_OBJECT_GOING_TO_WORK,img__object_going_to_work__v1.webp,object_general_going_to_work_centered_001.webp,missing,
IMG_OBJECT_GOOD,img__object_good__v1.webp,object_general_good_centered_001.webp,missing,
IMG_OBJECT_GOOD_LOOKING,img__object_good_looking__v1.webp,object_general_good_looking_centered_001.webp,missing,
IMG_OBJECT_GOODBYE,img__object_goodbye__v1.webp,object_general_goodbye_centered_001.webp,missing,
IMG_OBJECT_GRANDFATHER,img__object_grandfather__v1.webp,object_general_grandfather_centered_001.webp,missing,
IMG_OBJECT_HAIR_OR_FUR,img__object_hair_or_fur__v1.webp,object_general_hair_or_fur_centered_001.webp,missing,
IMG_OBJECT_HALF_A_DAY,img__object_half_a_day__v1.webp,object_general_half_a_day_centered_001.webp,missing,
IMG_OBJECT_HALF_A_YEAR,img__object_half_a_year__v1.webp,object_general_half_a_year_centered_001.webp,missing,
IMG_OBJECT_HAND,img__object_hand__v1.webp,object_general_hand_centered_001.webp,missing,
IMG_OBJECT_HAVING_A_MEAL,img__object_having_a_meal__v1.webp,object_general_having_a_meal_centered_001.webp,missing,
IMG_OBJECT_HE,img__object_he__v1.webp,object_general_he_centered_001.webp,missing,
IMG_OBJECT_HEAVY,img__object_heavy__v1.webp,object_general_heavy_centered_001.webp,missing,
IMG_OBJECT_HER,img__object_her__v1.webp,object_general_her_centered_001.webp,missing,
IMG_OBJECT_HERE,img__object_here__v1.webp,object_general_here_centered_001.webp,missing,
IMG_OBJECT_HIM,img__object_him__v1.webp,object_general_him_centered_001.webp,missing,
IMG_OBJECT_HOBBY,img__object_hobby__v1.webp,object_general_hobby_centered_001.webp,missing,
IMG_OBJECT_HOLD_A_MEETING,img__object_hold_a_meeting__v1.webp,object_general_hold_a_meeting_centered_001.webp,missing,
IMG_OBJECT_HOT,img__object_hot__v1.webp,object_general_hot_centered_001.webp,missing,
IMG_OBJECT_HOUR,img__object_hour__v1.webp,object_general_hour_centered_001.webp,missing,
IMG_OBJECT_HOW,img__object_how__v1.webp,object_general_how_centered_001.webp,missing,
IMG_OBJECT_HUNGRY,img__object_hungry__v1.webp,object_general_hungry_centered_001.webp,missing,
IMG_OBJECT_HUSBAND,img__object_husband__v1.webp,object_general_husband_centered_001.webp,missing,
IMG_OBJECT_I,img__object_i__v1.webp,object_general_i_centered_001.webp,missing,
IMG_OBJECT_I_M_SORRY,img__object_i_m_sorry__v1.webp,object_general_i_m_sorry_centered_001.webp,missing,
IMG_OBJECT_ILLNESS,img__object_illness__v1.webp,object_general_illness_centered_001.webp,missing,
IMG_OBJECT_IMMEDIATELY,img__object_immediately__v1.webp,object_general_immediately_centered_001.webp,missing,
IMG_OBJECT_IMPORTANT,img__object_important__v1.webp,object_general_important_centered_001.webp,missing,
IMG_OBJECT_IN,img__object_in__v1.webp,object_general_in_centered_001.webp,missing,
IMG_OBJECT_IN_FRONT,img__object_in_front__v1.webp,object_general_in_front_centered_001.webp,missing,
IMG_OBJECT_IN_THE_PROCESS_OF,img__object_in_the_process_of__v1.webp,object_general_in_the_process_of_centered_001.webp,missing,
IMG_OBJECT_INDICATES_ONGOING_ACTION,img__object_indicates_ongoing_action__v1.webp,object_general_indicates_ongoing_action_centered_001.webp,missing,
IMG_OBJECT_INSIDE,img__object_inside__v1.webp,object_general_inside_centered_001.webp,missing,
IMG_OBJECT_INTERSECTION,img__object_intersection__v1.webp,object_general_intersection_centered_001.webp,missing,
IMG_OBJECT_INTRODUCTION,img__object_introduction__v1.webp,object_general_introduction_centered_001.webp,missing,
IMG_OBJECT_INVITE,img__object_invite__v1.webp,object_general_invite_centered_001.webp,missing,
IMG_OBJECT_IS_IT_OR_NOT,img__object_is_it_or_not__v1.webp,object_general_is_it_or_not_centered_001.webp,missing,
IMG_OBJECT_IT_S_NOTHING,img__object_it_s_nothing__v1.webp,object_general_it_s_nothing_centered_001.webp,missing,
IMG_OBJECT_IT_S_OKAY,img__object_it_s_okay__v1.webp,object_general_it_s_okay_centered_001.webp,missing,
IMG_OBJECT_JOB,img__object_job__v1.webp,object_general_job_centered_001.webp,missing,
IMG_OBJECT_JUST,img__object_just__v1.webp,object_general_just_centered_001.webp,missing,
IMG_OBJECT_KNOWLEDGE,img__object_knowledge__v1.webp,object_general_knowledge_centered_001.webp,missing,
IMG_OBJECT_LACK,img__object_lack__v1.webp,object_general_lack_centered_001.webp,missing,
IMG_OBJECT_LAST,img__object_last__v1.webp,object_general_last_centered_001.webp,missing,
IMG_OBJECT_LAST_TIME,img__object_last_time__v1.webp,object_general_last_time_centered_001.webp,missing,
IMG_OBJECT_LAST_YEAR,img__object_last_year__v1.webp,object_general_last_year_centered_001.webp,missing,
IMG_OBJECT_LEFT,img__object_left__v1.webp,object_general_left_centered_001.webp,missing,
IMG_OBJECT_LEFT_SIDE,img__object_left_side__v1.webp,object_general_left_side_centered_001.webp,missing,
IMG_OBJECT_LIBRARY,img__object_library__v1.webp,object_general_library_centered_001.webp,missing,
IMG_OBJECT_LITTLE,img__object_little__v1.webp,object_general_little_centered_001.webp,missing,
IMG_OBJECT_LITTLE_FRIEND,img__object_little_friend__v1.webp,object_general_little_friend_centered_001.webp,missing,
IMG_OBJECT_LOCATION,img__object_location__v1.webp,object_general_location_centered_001.webp,missing,
IMG_OBJECT_LUNCH,img__object_lunch__v1.webp,object_general_lunch_centered_001.webp,missing,
IMG_OBJECT_MALE,img__object_male__v1.webp,object_general_male_centered_001.webp,missing,
IMG_OBJECT_MAN,img__object_man__v1.webp,object_general_man_centered_001.webp,missing,
IMG_OBJECT_MANY,img__object_many__v1.webp,object_general_many_centered_001.webp,missing,
IMG_OBJECT_MAP,img__object_map__v1.webp,object_general_map_centered_001.webp,missing,
IMG_OBJECT_MATTER_OR_AFFAIR,img__object_matter_or_affair__v1.webp,object_general_matter_or_affair_centered_001.webp,missing,
IMG_OBJECT_MAY_I_ASK,img__object_may_i_ask__v1.webp,object_general_may_i_ask_centered_001.webp,missing,
IMG_OBJECT_ME,img__object_me__v1.webp,object_general_me_centered_001.webp,missing,
IMG_OBJECT_MEAL,img__object_meal__v1.webp,object_general_meal_centered_001.webp,missing,
IMG_OBJECT_MEAT,img__object_meat__v1.webp,object_general_meat_centered_001.webp,missing,
IMG_OBJECT_MEET_EACH_OTHER,img__object_meet_each_other__v1.webp,object_general_meet_each_other_centered_001.webp,missing,
IMG_OBJECT_MIDDLE,img__object_middle__v1.webp,object_general_middle_centered_001.webp,missing,
IMG_OBJECT_MILK,img__object_milk__v1.webp,object_general_milk_centered_001.webp,missing,
IMG_OBJECT_MINUTE,img__object_minute__v1.webp,object_general_minute_centered_001.webp,missing,
IMG_OBJECT_MISS,img__object_miss__v1.webp,object_general_miss_centered_001.webp,missing,
IMG_OBJECT_MOBILE_PHONE,img__object_mobile_phone__v1.webp,object_electronics_mobile_phone_centered_001.webp,missing,
IMG_OBJECT_MOMENT,img__object_moment__v1.webp,object_general_moment_centered_001.webp,missing,
IMG_OBJECT_MONEY,img__object_money__v1.webp,object_general_money_centered_001.webp,missing,
IMG_OBJECT_MONTH,img__object_month__v1.webp,object_time_month_centered_001.webp,missing,
IMG_OBJECT_MOON,img__object_moon__v1.webp,object_general_moon_centered_001.webp,missing,
IMG_OBJECT_MORNING,img__object_morning__v1.webp,object_time_morning_centered_001.webp,missing,
IMG_OBJECT_MOST,img__object_most__v1.webp,object_general_most_centered_001.webp,missing,
IMG_OBJECT_MOTHER,img__object_mother__v1.webp,object_person_mother_centered_001.webp,missing,
IMG_OBJECT_MOUNTAIN,img__object_mountain__v1.webp,object_general_mountain_centered_001.webp,missing,
IMG_OBJECT_MOUTH,img__object_mouth__v1.webp,object_general_mouth_centered_001.webp,missing,
IMG_OBJECT_MOVIE,img__object_movie__v1.webp,object_general_movie_centered_001.webp,missing,
IMG_OBJECT_MOVIE_THEATER,img__object_movie_theater__v1.webp,object_general_movie_theater_centered_001.webp,missing,
IMG_OBJECT_MR,img__object_mr__v1.webp,object_general_mr_centered_001.webp,missing,
IMG_OBJECT_MUCH,img__object_much__v1.webp,object_general_much_centered_001.webp,missing,
IMG_OBJECT_NAME,img__object_name__v1.webp,object_general_name_centered_001.webp,missing,
IMG_OBJECT_NATION,img__object_nation__v1.webp,object_general_nation_centered_001.webp,missing,
IMG_OBJECT_NEW,img__object_new__v1.webp,object_general_new_centered_001.webp,missing,
IMG_OBJECT_NEW_YEAR,img__object_new_year__v1.webp,object_general_new_year_centered_001.webp,missing,
IMG_OBJECT_NEXT_TIME,img__object_next_time__v1.webp,object_general_next_time_centered_001.webp,missing,
IMG_OBJECT_NEXT_YEAR,img__object_next_year__v1.webp,object_general_next_year_centered_001.webp,missing,
IMG_OBJECT_NO_NEED,img__object_no_need__v1.webp,object_general_no_need_centered_001.webp,missing,
IMG_OBJECT_NO_PROBLEM,img__object_no_problem__v1.webp,object_general_no_problem_centered_001.webp,missing,
IMG_OBJECT_NOODLES,img__object_noodles__v1.webp,object_general_noodles_centered_001.webp,missing,
IMG_OBJECT_NOON,img__object_noon__v1.webp,object_general_noon_centered_001.webp,missing,
IMG_OBJECT_NORTH,img__object_north__v1.webp,object_general_north_centered_001.webp,missing,
IMG_OBJECT_NORTH_SIDE,img__object_north_side__v1.webp,object_general_north_side_centered_001.webp,missing,
IMG_OBJECT_NOT_BIG,img__object_not_big__v1.webp,object_general_not_big_centered_001.webp,missing,
IMG_OBJECT_NOT_CORRECT,img__object_not_correct__v1.webp,object_general_not_correct_centered_001.webp,missing,
IMG_OBJECT_NOT_HAVE,img__object_not_have__v1.webp,object_general_not_have_centered_001.webp,missing,
IMG_OBJECT_NOTEBOOK,img__object_notebook__v1.webp,object_general_notebook_centered_001.webp,missing,
IMG_OBJECT_NOW,img__object_now__v1.webp,object_general_now_centered_001.webp,missing,
IMG_OBJECT_NUMBER,img__object_number__v1.webp,object_general_number_centered_001.webp,missing,
IMG_OBJECT_O_CLOCK,img__object_o_clock__v1.webp,object_general_o_clock_centered_001.webp,missing,
IMG_OBJECT_OFF_WORK,img__object_off_work__v1.webp,object_general_off_work_centered_001.webp,missing,
IMG_OBJECT_OFTEN,img__object_often__v1.webp,object_general_often_centered_001.webp,missing,
IMG_OBJECT_OLD,img__object_old__v1.webp,object_general_old_centered_001.webp,missing,
IMG_OBJECT_OLDER_BROTHER,img__object_older_brother__v1.webp,object_general_older_brother_centered_001.webp,missing,
IMG_OBJECT_OLDER_SISTER,img__object_older_sister__v1.webp,object_general_older_sister_centered_001.webp,missing,
IMG_OBJECT_ON,img__object_on__v1.webp,object_general_on_centered_001.webp,missing,
IMG_OBJECT_ON_THE_BODY,img__object_on_the_body__v1.webp,object_general_on_the_body_centered_001.webp,missing,
IMG_OBJECT_ON_THE_GROUND,img__object_on_the_ground__v1.webp,object_general_on_the_ground_centered_001.webp,missing,
IMG_OBJECT_ON_THE_VEHICLE,img__object_on_the_vehicle__v1.webp,object_general_on_the_vehicle_centered_001.webp,missing,
IMG_OBJECT_ONE_SIDE,img__object_one_side__v1.webp,object_general_one_side_centered_001.webp,missing,
IMG_OBJECT_ONLINE,img__object_online__v1.webp,object_general_online_centered_001.webp,missing,
IMG_OBJECT_ONLINE_FRIEND,img__object_online_friend__v1.webp,object_general_online_friend_centered_001.webp,missing,
IMG_OBJECT_OPEN,img__object_open__v1.webp,object_general_open_centered_001.webp,missing,
IMG_OBJECT_OR,img__object_or__v1.webp,object_general_or_centered_001.webp,missing,
IMG_OBJECT_ORDINAL_PREFIX,img__object_ordinal_prefix__v1.webp,object_general_ordinal_prefix_centered_001.webp,missing,
IMG_OBJECT_OTHER,img__object_other__v1.webp,object_general_other_centered_001.webp,missing,
IMG_OBJECT_OTHER_PEOPLE,img__object_other_people__v1.webp,object_general_other_people_centered_001.webp,missing,
IMG_OBJECT_OUTSIDE,img__object_outside__v1.webp,object_general_outside_centered_001.webp,missing,
IMG_OBJECT_OVER_THERE,img__object_over_there__v1.webp,object_general_over_there_centered_001.webp,missing,
IMG_OBJECT_PAGE,img__object_page__v1.webp,object_general_page_centered_001.webp,missing,
IMG_OBJECT_PATERNAL_GRANDMOTHER,img__object_paternal_grandmother__v1.webp,object_general_paternal_grandmother_centered_001.webp,missing,
IMG_OBJECT_PATIENT,img__object_patient__v1.webp,object_general_patient_centered_001.webp,missing,
IMG_OBJECT_PEOPLE,img__object_people__v1.webp,object_person_people_centered_001.webp,missing,
IMG_OBJECT_PERSON,img__object_person__v1.webp,object_person_person_centered_001.webp,missing,
IMG_OBJECT_PIECE,img__object_piece__v1.webp,object_general_piece_centered_001.webp,missing,
IMG_OBJECT_PLACE,img__object_place__v1.webp,object_general_place_centered_001.webp,missing,
IMG_OBJECT_PLANE_TICKET,img__object_plane_ticket__v1.webp,object_vehicle_plane_ticket_centered_001.webp,missing,
IMG_OBJECT_PLAYING_BALL,img__object_playing_ball__v1.webp,object_general_playing_ball_centered_001.webp,missing,
IMG_OBJECT_PLEASANT_TO_HEAR,img__object_pleasant_to_hear__v1.webp,object_general_pleasant_to_hear_centered_001.webp,missing,
IMG_OBJECT_PLEASE,img__object_please__v1.webp,object_general_please_centered_001.webp,missing,
IMG_OBJECT_PLEASE_COME_IN,img__object_please_come_in__v1.webp,object_general_please_come_in_centered_001.webp,missing,
IMG_OBJECT_PLEASE_SIT,img__object_please_sit__v1.webp,object_general_please_sit_centered_001.webp,missing,
IMG_OBJECT_POSITIVE,img__object_positive__v1.webp,object_general_positive_centered_001.webp,missing,
IMG_OBJECT_PREPARE,img__object_prepare__v1.webp,object_general_prepare_centered_001.webp,missing,
IMG_OBJECT_RAIN,img__object_rain__v1.webp,object_general_rain_centered_001.webp,missing,
IMG_OBJECT_READING_BOOKS,img__object_reading_books__v1.webp,object_general_reading_books_centered_001.webp,missing,
IMG_OBJECT_REALLY,img__object_really__v1.webp,object_general_really_centered_001.webp,missing,
IMG_OBJECT_REQUEST_FOR_LEAVE,img__object_request_for_leave__v1.webp,object_general_request_for_leave_centered_001.webp,missing,
IMG_OBJECT_REST,img__object_rest__v1.webp,object_general_rest_centered_001.webp,missing,
IMG_OBJECT_RETURN_TO,img__object_return_to__v1.webp,object_general_return_to_centered_001.webp,missing,
IMG_OBJECT_RIGHT,img__object_right__v1.webp,object_general_right_centered_001.webp,missing,
IMG_OBJECT_RIGHT_SIDE,img__object_right_side__v1.webp,object_general_right_side_centered_001.webp,missing,
IMG_OBJECT_SEE_A_DOCTOR,img__object_see_a_doctor__v1.webp,object_general_see_a_doctor_centered_001.webp,missing,
IMG_OBJECT_SERIOUS,img__object_serious__v1.webp,object_general_serious_centered_001.webp,missing,
IMG_OBJECT_SHE,img__object_she__v1.webp,object_general_she_centered_001.webp,missing,
IMG_OBJECT_SIMULTANEOUSLY,img__object_simultaneously__v1.webp,object_general_simultaneously_centered_001.webp,missing,
IMG_OBJECT_SINGING,img__object_singing__v1.webp,object_general_singing_centered_001.webp,missing,
IMG_OBJECT_SIT_DOWN,img__object_sit_down__v1.webp,object_general_sit_down_centered_001.webp,missing,
IMG_OBJECT_SKY,img__object_sky__v1.webp,object_general_sky_centered_001.webp,missing,
IMG_OBJECT_SLOW,img__object_slow__v1.webp,object_general_slow_centered_001.webp,missing,
IMG_OBJECT_SMALL,img__object_small__v1.webp,object_general_small_centered_001.webp,missing,
IMG_OBJECT_SOME,img__object_some__v1.webp,object_general_some_centered_001.webp,missing,
IMG_OBJECT_SOMETIMES,img__object_sometimes__v1.webp,object_general_sometimes_centered_001.webp,missing,
IMG_OBJECT_SON,img__object_son__v1.webp,object_general_son_centered_001.webp,missing,
IMG_OBJECT_SONG,img__object_song__v1.webp,object_general_song_centered_001.webp,missing,
IMG_OBJECT_SOUTH,img__object_south__v1.webp,object_general_south_centered_001.webp,missing,
IMG_OBJECT_SOUTH_SIDE,img__object_south_side__v1.webp,object_general_south_side_centered_001.webp,missing,
IMG_OBJECT_SPEECH,img__object_speech__v1.webp,object_general_speech_centered_001.webp,missing,
IMG_OBJECT_STEAMED_BUN,img__object_steamed_bun__v1.webp,object_general_steamed_bun_centered_001.webp,missing,
IMG_OBJECT_STILL,img__object_still__v1.webp,object_general_still_centered_001.webp,missing,
IMG_OBJECT_STRAIGHT,img__object_straight__v1.webp,object_general_straight_centered_001.webp,missing,
IMG_OBJECT_STUDENT,img__object_student__v1.webp,object_person_student_centered_001.webp,missing,
IMG_OBJECT_STUDY,img__object_study__v1.webp,object_general_study_centered_001.webp,missing,
IMG_OBJECT_STUFF,img__object_stuff__v1.webp,object_general_stuff_centered_001.webp,missing,
IMG_OBJECT_SUNDAY,img__object_sunday__v1.webp,object_general_sunday_centered_001.webp,missing,
IMG_OBJECT_TABLE,img__object_table__v1.webp,object_general_table_centered_001.webp,missing,
IMG_OBJECT_TAKE_A_HOLIDAY,img__object_take_a_holiday__v1.webp,object_general_take_a_holiday_centered_001.webp,missing,
IMG_OBJECT_TAKE_A_TAXI,img__object_take_a_taxi__v1.webp,object_general_take_a_taxi_centered_001.webp,missing,
IMG_OBJECT_TALL_HIGH,img__object_tall_high__v1.webp,object_general_tall_high_centered_001.webp,missing,
IMG_OBJECT_TEA,img__object_tea__v1.webp,object_food_tea_centered_001.webp,missing,
IMG_OBJECT_TEACHER,img__object_teacher__v1.webp,object_person_teacher_centered_001.webp,missing,
IMG_OBJECT_TEACHING_BUILDING,img__object_teaching_building__v1.webp,object_general_teaching_building_centered_001.webp,missing,
IMG_OBJECT_TELEPHONE,img__object_telephone__v1.webp,object_electronics_telephone_centered_001.webp,missing,
IMG_OBJECT_TELEVISION,img__object_television__v1.webp,object_general_television_centered_001.webp,missing,
IMG_OBJECT_TEXT_OF_A_LESSON,img__object_text_of_a_lesson__v1.webp,object_general_text_of_a_lesson_centered_001.webp,missing,
IMG_OBJECT_TEXTBOOK,img__object_textbook__v1.webp,object_general_textbook_centered_001.webp,missing,
IMG_OBJECT_THE_DAY_AFTER_TOMORROW,img__object_the_day_after_tomorrow__v1.webp,object_general_the_day_after_tomorrow_centered_001.webp,missing,
IMG_OBJECT_THE_DAY_BEFORE_YESTERDAY,img__object_the_day_before_yesterday__v1.webp,object_general_the_day_before_yesterday_centered_001.webp,missing,
IMG_OBJECT_THE_SAME,img__object_the_same__v1.webp,object_general_the_same_centered_001.webp,missing,
IMG_OBJECT_THERE,img__object_there__v1.webp,object_general_there_centered_001.webp,missing,
IMG_OBJECT_THERE_IS,img__object_there_is__v1.webp,object_general_there_is_centered_001.webp,missing,
IMG_OBJECT_THERE_IS_ALSO,img__object_there_is_also__v1.webp,object_general_there_is_also_centered_001.webp,missing,
IMG_OBJECT_THERE_IS_NOT,img__object_there_is_not__v1.webp,object_general_there_is_not_centered_001.webp,missing,
IMG_OBJECT_THEY,img__object_they__v1.webp,object_general_they_centered_001.webp,missing,
IMG_OBJECT_THEY_FEMALE,img__object_they_female__v1.webp,object_general_they_female_centered_001.webp,missing,
IMG_OBJECT_THING,img__object_thing__v1.webp,object_general_thing_centered_001.webp,missing,
IMG_OBJECT_THIRSTY,img__object_thirsty__v1.webp,object_general_thirsty_centered_001.webp,missing,
IMG_OBJECT_THIS_SIDE,img__object_this_side__v1.webp,object_general_this_side_centered_001.webp,missing,
IMG_OBJECT_THIS_YEAR,img__object_this_year__v1.webp,object_general_this_year_centered_001.webp,missing,
IMG_OBJECT_TICKET,img__object_ticket__v1.webp,object_general_ticket_centered_001.webp,missing,
IMG_OBJECT_TIME,img__object_time__v1.webp,object_time_time_centered_001.webp,missing,
IMG_OBJECT_TIME_OCCURRENCE,img__object_time_occurrence__v1.webp,object_general_time_occurrence_centered_001.webp,missing,
IMG_OBJECT_TIRED,img__object_tired__v1.webp,object_general_tired_centered_001.webp,missing,
IMG_OBJECT_TODAY,img__object_today__v1.webp,object_time_today_centered_001.webp,missing,
IMG_OBJECT_TOGETHER,img__object_together__v1.webp,object_general_together_centered_001.webp,missing,
IMG_OBJECT_TOILET,img__object_toilet__v1.webp,object_general_toilet_centered_001.webp,missing,
IMG_OBJECT_TOMORROW,img__object_tomorrow__v1.webp,object_time_tomorrow_centered_001.webp,missing,
IMG_OBJECT_TOO,img__object_too__v1.webp,object_general_too_centered_001.webp,missing,
IMG_OBJECT_TRAIN,img__object_train__v1.webp,object_vehicle_train_centered_001.webp,missing,
IMG_OBJECT_TRAIN_TICKET,img__object_train_ticket__v1.webp,object_vehicle_train_ticket_centered_001.webp,missing,
IMG_OBJECT_TREE,img__object_tree__v1.webp,object_general_tree_centered_001.webp,missing,
IMG_OBJECT_TRUE,img__object_true__v1.webp,object_general_true_centered_001.webp,missing,
IMG_OBJECT_UNDER,img__object_under__v1.webp,object_general_under_centered_001.webp,missing,
IMG_OBJECT_UNIVERSITY,img__object_university__v1.webp,object_general_university_centered_001.webp,missing,
IMG_OBJECT_UNIVERSITY_STUDENT,img__object_university_student__v1.webp,object_general_university_student_centered_001.webp,missing,
IMG_OBJECT_UP,img__object_up__v1.webp,object_general_up_centered_001.webp,missing,
IMG_OBJECT_UPRIGHT,img__object_upright__v1.webp,object_general_upright_centered_001.webp,missing,
IMG_OBJECT_UPSTAIRS,img__object_upstairs__v1.webp,object_general_upstairs_centered_001.webp,missing,
IMG_OBJECT_US,img__object_us__v1.webp,object_general_us_centered_001.webp,missing,
IMG_OBJECT_USEFUL,img__object_useful__v1.webp,object_general_useful_centered_001.webp,missing,
IMG_OBJECT_VEGETABLE,img__object_vegetable__v1.webp,object_food_vegetable_centered_001.webp,missing,
IMG_OBJECT_VERY,img__object_very__v1.webp,object_general_very_centered_001.webp,missing,
IMG_OBJECT_WALKING,img__object_walking__v1.webp,object_general_walking_centered_001.webp,missing,
IMG_OBJECT_WALLET,img__object_wallet__v1.webp,object_general_wallet_centered_001.webp,missing,
IMG_OBJECT_WATER,img__object_water__v1.webp,object_food_water_centered_001.webp,missing,
IMG_OBJECT_WE,img__object_we__v1.webp,object_general_we_centered_001.webp,missing,
IMG_OBJECT_WEATHER,img__object_weather__v1.webp,object_general_weather_centered_001.webp,missing,
IMG_OBJECT_WEEK,img__object_week__v1.webp,object_general_week_centered_001.webp,missing,
IMG_OBJECT_WELL,img__object_well__v1.webp,object_general_well_centered_001.webp,missing,
IMG_OBJECT_WEST,img__object_west__v1.webp,object_general_west_centered_001.webp,missing,
IMG_OBJECT_WEST_SIDE,img__object_west_side__v1.webp,object_general_west_side_centered_001.webp,missing,
IMG_OBJECT_WHAT,img__object_what__v1.webp,object_general_what_centered_001.webp,missing,
IMG_OBJECT_WHAT_TO_DO,img__object_what_to_do__v1.webp,object_general_what_to_do_centered_001.webp,missing,
IMG_OBJECT_WHERE,img__object_where__v1.webp,object_general_where_centered_001.webp,missing,
IMG_OBJECT_WHICH,img__object_which__v1.webp,object_general_which_centered_001.webp,missing,
IMG_OBJECT_WHICH_ONES,img__object_which_ones__v1.webp,object_general_which_ones_centered_001.webp,missing,
IMG_OBJECT_WHITE,img__object_white__v1.webp,object_general_white_centered_001.webp,missing,
IMG_OBJECT_WHO,img__object_who__v1.webp,object_general_who_centered_001.webp,missing,
IMG_OBJECT_WILL,img__object_will__v1.webp,object_general_will_centered_001.webp,missing,
IMG_OBJECT_WIND,img__object_wind__v1.webp,object_general_wind_centered_001.webp,missing,
IMG_OBJECT_WOMAN,img__object_woman__v1.webp,object_general_woman_centered_001.webp,missing,
IMG_OBJECT_WORD,img__object_word__v1.webp,object_general_word_centered_001.webp,missing,
IMG_OBJECT_WORK,img__object_work__v1.webp,object_general_work_centered_001.webp,missing,
IMG_OBJECT_WORKER,img__object_worker__v1.webp,object_general_worker_centered_001.webp,missing,
IMG_OBJECT_WRONG,img__object_wrong__v1.webp,object_general_wrong_centered_001.webp,missing,
IMG_OBJECT_YEAR,img__object_year__v1.webp,object_time_year_centered_001.webp,missing,
IMG_OBJECT_YEARS_OLD,img__object_years_old__v1.webp,object_general_years_old_centered_001.webp,missing,
IMG_OBJECT_YES,img__object_yes__v1.webp,object_general_yes_centered_001.webp,missing,
IMG_OBJECT_YESTERDAY,img__object_yesterday__v1.webp,object_time_yesterday_centered_001.webp,missing,
IMG_OBJECT_YOU,img__object_you__v1.webp,object_general_you_centered_001.webp,missing,
IMG_OBJECT_YOU_PLURAL,img__object_you_plural__v1.webp,object_general_you_plural_centered_001.webp,missing,
IMG_OBJECT_YOU_POLITE_FORM,img__object_you_polite_form__v1.webp,object_general_you_polite_form_centered_001.webp,missing,
IMG_OBJECT_YOU_RE_WELCOME,img__object_you_re_welcome__v1.webp,object_general_you_re_welcome_centered_001.webp,missing,
IMG_OBJECT_YOUNG_LADY,img__object_young_lady__v1.webp,object_general_young_lady_centered_001.webp,missing,
IMG_OBJECT_YOUNGER_BROTHER,img__object_younger_brother__v1.webp,object_general_younger_brother_centered_001.webp,missing,
IMG_OBJECT_YOUNGER_SISTER,img__object_younger_sister__v1.webp,object_general_younger_sister_centered_001.webp,missing,
